t,atm,nr1s,nr1o,nr1x,nr2s,nr2o,nr2x,nr3s,nr3o,nr3x,fc,fp,ff,fmp,fvp,fcp,sp
20260519T120000Z,710,710,3767,P,705,3021,P,700,3082,P,725,700,709.2099,695,725,725,710
20260519T133500Z,710,710,3767,P,705,3021,P,700,3082,P,725,700,709.2099,695,725,725,710
20260519T163000Z,699,699,2174,P,700,6790,P,697,2536,P,711,697,701.1354,699,710,715,699.05
20260519T195500Z,701,702,2215,C,700,6790,P,699,2174,P,715,700,701.1264,699,710,715,701.48
20260520T195500Z,712,710,4758,C,715,4283,C,717,2104,C,718,698,716.8893,689,720,690,711.94
20260521T120000Z,710,710,17341,P,709,4139,C,711,6993,C,730,685,708.8829,647,700,685,709.71
20260521T133500Z,709,709,4139,C,710,17341,P,708,3689,P,710,705,708.5555,647,700,700,709.3
20260521T163000Z,709,709,3340,C,708,3658,C,710,16945,P,715,705,709.357,650,700,690,708.755
20260521T195500Z,714,714,6767,C,715,17316,C,713,7222,C,722,712,715.9522,647,705,705,714.35
20260522T163000Z,719,720,4633,C,722,3234,C,715,3838,C,722,710,719.4688,682,710,710,719.435
20260522T195500Z,717,715,3838,C,720,4633,C,714,2375,P,722,710,716.1127,682,710,710,717.235
20260526T120000Z,724,724,2138,C,725,2383,C,720,3929,C,730,720,723.4566,695,720,730,723.93
20260526T133500Z,726,725,2383,C,724,2138,C,730,4108,C,730,710,724.3373,695,720,730,726.425
20260526T163000Z,729,730,4108,C,725,2383,C,724,2138,C,730,720,726.1717,695,720,720,728.82
20260526T195500Z,730,730,4108,C,725,2383,C,724,2138,C,730,720,726.1712,695,720,710,729.58
20260527T120000Z,734,735,5052,C,730,8041,P,729,3331,C,741,730,733.1476,708,730,725,733.98
20260527T133500Z,734,735,5052,C,730,8041,P,729,3331,C,736,725,728.9941,708,730,696,733.62
20260527T163000Z,726,726,2128,P,725,2933,P,728,3134,P,736,725,733.1532,708,735,696,726.39
20260527T195500Z,730,730,8041,P,729,3331,C,728,3134,P,736,725,733.1577,708,735,696,729.58
20260528T120000Z,726,726,2592,C,727,6797,P,725,14410,P,735,725,726.2124,650,720,735,726.25
20260528T133500Z,731,731,3984,C,732,2419,C,730,20846,C,740,728,729.0299,646,740,740,731.01
20260528T163000Z,735,735,9578,C,733,2140,C,732,3840,C,735,725,730.6618,650,730,725,734.945
20260528T195500Z,735,735,9578,C,733,2140,C,738,2725,C,745,725,739.2299,650,730,725,735.45
20260529T120000Z,737,736,2044,C,735,5606,P,739,2112,C,742,735,737.2442,700,730,742,736.69
20260529T133500Z,737,736,2044,C,735,5606,P,739,2112,C,742,735,737.2436,700,730,742,736.86
20260529T163000Z,739,739,2112,C,740,4449,C,741,2210,C,742,735,738.7318,700,730,724,738.61
20260529T195500Z,739,739,2112,C,740,4449,C,741,2210,C,742,735,738.7318,700,730,724,738.61
20260601T120000Z,740,740,8498,C,739,7321,C,738,3030,P,745,730,738.8429,695,730,730,740.175
20260601T133500Z,738,738,3030,P,739,7321,C,740,8498,C,740,730,738.8457,695,730,730,738.28
20260601T163000Z,740,740,8498,C,739,7321,C,738,3030,P,740,730,738.8399,695,730,730,739.62
20260601T195500Z,740,740,8498,C,739,7321,C,738,3030,P,740,730,738.8399,695,730,730,739.62
20260602T120000Z,740,740,8498,C,739,7321,C,738,3030,P,740,730,738.8399,695,730,730,739.62
20260602T133500Z,740,740,8498,C,739,7321,C,738,3030,P,740,730,738.8399,695,730,730,739.62
